pair_id	chrom	propensity_X	interior_len_bp	gene	gene_type	ClinGen_HI	ClinGen_TS	HPO_n_diseases	HPO_top_disease	ClinVar_n_phenotypes
NAHR_00025_chr1_0M	chr1	4.032	357117	ENSG00000293331	lncRNA			0		0
NAHR_00025_chr1_0M	chr1	4.032	357117	ENSG00000235146	lncRNA			0		0
NAHR_00025_chr1_0M	chr1	4.032	357117	ENSG00000278791	miRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000238009	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000239906	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000241860	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000241599	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	MIR6859-2	miRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000292994	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000286448	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000236601	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000290385	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	OR4F29	protein_coding			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000293331	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000235146	lncRNA			0		0
NAHR_00026_chr1_0M	chr1	4.035	533681	ENSG00000278791	miRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000292994	lncRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000236601	lncRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000290385	lncRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	OR4F29	protein_coding			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000293331	lncRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000235146	lncRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	ENSG00000278791	miRNA			0		0
NAHR_00027_chr1_0M	chr1	4.015	400220	OR4F16	protein_coding			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000241860	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000241599	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	MIR6859-2	miRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000292994	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000286448	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000236601	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000290385	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	OR4F29	protein_coding			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000293331	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000235146	lncRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	ENSG00000278791	miRNA			0		0
NAHR_00028_chr1_0M	chr1	4.442	557780	OR4F16	protein_coding			0		0
NAHR_00029_chr1_0M	chr1	4.581	201026	ENSG00000293331	lncRNA			0		0
NAHR_00029_chr1_0M	chr1	4.581	201026	ENSG00000235146	lncRNA			0		0
NAHR_00029_chr1_0M	chr1	4.581	201026	ENSG00000278791	miRNA			0		0
NAHR_00029_chr1_0M	chr1	4.581	201026	OR4F16	protein_coding			0		0
NAHR_00029_chr1_0M	chr1	4.581	201026	ENSG00000291215	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	MIR6859-2	miRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000292994	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000286448	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000236601	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000290385	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	OR4F29	protein_coding			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000293331	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000235146	lncRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000278791	miRNA			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	OR4F16	protein_coding			0		0
NAHR_00030_chr1_0M	chr1	4.543	563029	ENSG00000291215	lncRNA			0		0
NAHR_00031_chr1_1M	chr1	4.386	34586	SLC35E2B	protein_coding			0		0
NAHR_00031_chr1_1M	chr1	4.386	34586	ENSG00000293187	lncRNA			0		0
NAHR_00032_chr1_1M	chr1	3.877	55445	SLC35E2B	protein_coding			0		0
NAHR_00032_chr1_1M	chr1	3.877	55445	CDK11A	protein_coding			0		0
NAHR_00032_chr1_1M	chr1	3.877	55445	ENSG00000268575	lncRNA			0		0
NAHR_00032_chr1_1M	chr1	3.877	55445	ENSG00000293188	lncRNA			0		0
NAHR_00032_chr1_1M	chr1	3.877	55445	ENSG00000290854	lncRNA			0		0
NAHR_00033_chr1_1M	chr1	4.051	41059	CDK11A	protein_coding			0		0
NAHR_00033_chr1_1M	chr1	4.051	41059	ENSG00000268575	lncRNA			0		0
NAHR_00033_chr1_1M	chr1	4.051	41059	ENSG00000293188	lncRNA			0		0
NAHR_00033_chr1_1M	chr1	4.051	41059	ENSG00000290854	lncRNA			0		0
NAHR_00034_chr1_1M	chr1	4.386	34586	SLC35E2B	protein_coding			0		0
NAHR_00034_chr1_1M	chr1	4.386	34586	ENSG00000293187	lncRNA			0		0
NAHR_00035_chr1_1M	chr1	3.877	55445	SLC35E2B	protein_coding			0		0
NAHR_00035_chr1_1M	chr1	3.877	55445	CDK11A	protein_coding			0		0
NAHR_00035_chr1_1M	chr1	3.877	55445	ENSG00000268575	lncRNA			0		0
NAHR_00035_chr1_1M	chr1	3.877	55445	ENSG00000293188	lncRNA			0		0
NAHR_00035_chr1_1M	chr1	3.877	55445	ENSG00000290854	lncRNA			0		0
NAHR_00036_chr1_1M	chr1	4.051	41059	CDK11A	protein_coding			0		0
NAHR_00036_chr1_1M	chr1	4.051	41059	ENSG00000268575	lncRNA			0		0
NAHR_00036_chr1_1M	chr1	4.051	41059	ENSG00000293188	lncRNA			0		0
NAHR_00036_chr1_1M	chr1	4.051	41059	ENSG00000290854	lncRNA			0		0
NAHR_00037_chr1_2M	chr1	4.214	43553	TTC34	protein_coding			0		0
NAHR_00038_chr1_2M	chr1	4.180	43516	TTC34	protein_coding			0		0
NAHR_00039_chr1_2M	chr1	4.180	43516	TTC34	protein_coding			0		0
NAHR_00040_chr1_2M	chr1	4.214	43553	TTC34	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	LINC01784	lncRNA			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF11	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	HNRNPCL1	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF2	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF4	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF10	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF7	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF6	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF27	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	HNRNPCL3	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF25	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	HNRNPCL2	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	ENSG00000290772	lncRNA			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	ENSG00000233336	lncRNA			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF26	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	HNRNPCL4	protein_coding			0		0
NAHR_00041_chr1_12M	chr1	4.166	392873	PRAMEF9	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	LINC01784	lncRNA			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF11	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	HNRNPCL1	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF2	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF4	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF10	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF7	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF6	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF27	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	HNRNPCL3	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF25	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	HNRNPCL2	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	ENSG00000290772	lncRNA			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	ENSG00000233336	lncRNA			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF26	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	HNRNPCL4	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF9	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF13	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF18	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF5	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF8	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF33	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	PRAMEF15	protein_coding			0		0
NAHR_00042_chr1_12M	chr1	4.167	538577	ENSG00000228229	lncRNA			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	LINC01784	lncRNA			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF11	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	HNRNPCL1	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF2	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF4	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF10	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF7	protein_coding			0		0
NAHR_00043_chr1_12M	chr1	4.164	216192	PRAMEF6	protein_coding			0		0
NAHR_00044_chr1_12M	chr1	3.830	55349	LINC01784	lncRNA			0		0
NAHR_00044_chr1_12M	chr1	3.830	55349	PRAMEF11	protein_coding			0		0
NAHR_00044_chr1_12M	chr1	3.830	55349	HNRNPCL1	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	HNRNPCL1	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF2	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF4	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF10	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF7	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF6	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	PRAMEF27	protein_coding			0		0
NAHR_00045_chr1_12M	chr1	4.097	232528	HNRNPCL3	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	HNRNPCL1	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF2	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF4	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF10	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF7	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF6	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF27	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	HNRNPCL3	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	PRAMEF25	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	HNRNPCL2	protein_coding			0		0
NAHR_00046_chr1_12M	chr1	4.097	308985	ENSG00000290772	lncRNA			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	HNRNPCL1	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF2	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF4	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF10	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF7	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF6	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF27	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	HNRNPCL3	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF25	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	HNRNPCL2	protein_coding			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	ENSG00000290772	lncRNA			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	ENSG00000233336	lncRNA			0		0
NAHR_00047_chr1_12M	chr1	4.176	331298	PRAMEF26	protein_coding			0		0
